graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
fbA MRepLM diststream 32 16 1 357059 2371189 40686322 24.521645 37.362228 1155 120246 79337827131.00
fbA MRepLM diststream 32 16 2 357059 2375942 40681569 23.669436 40.363117 1141 120239 79337805407.00
fbA MRepLM diststream 32 32 0 357059 1372559 41684952 21.210689 34.579456 1144 120256 79337835433.00
fbA MRepLM diststream 32 32 1 357059 1384089 41673422 22.251901 33.201784 1135 120236 79337814902.00
fbA MRepLM diststream 32 32 2 357059 1385798 41671713 21.128730 32.747315 1141 120231 79337814153.00
fbA MRepLM diststream 32 4 0 357059 5087435 37970076 39.308311 111.542607 1141 120250 79337832159.00
fbA MRepLM diststream 32 4 1 357059 4149347 38908164 37.516320 111.722293 1147 120248 79337834056.00
fbA MRepLM diststream 32 4 2 357059 6373282 36684229 36.863338 110.682521 1155 120253 79337829270.00
fbA MRepLM diststream 32 8 0 357059 3198771 39858740 29.596807 82.028817 1147 120237 79337825486.00
fbA MRepLM diststream 32 8 1 357059 2985131 40072380 30.792808 83.779524 1143 120240 79337834201.00
fbA MRepLM diststream 32 8 2 357059 3286563 39770948 32.268138 81.946340 1150 120236 79337802828.00
fbA MRepLM diststream 4 16 0 357059 2309760 40747751 23.688358 2.849185 104 16324 17915560708.00
fbA MRepLM diststream 4 16 1 357059 2371189 40686322 22.889597 3.307354 103 16325 17915566404.00
fbA MRepLM diststream 4 16 2 357059 2375942 40681569 23.391038 3.162419 104 16322 17915564656.00
fbA MRepLM diststream 4 32 0 357059 1372559 41684952 20.397671 2.792878 107 16321 17915569538.00
fbA MRepLM diststream 4 32 1 357059 1384089 41673422 20.323442 2.615407 103 16324 17915564995.00
fbA MRepLM diststream 4 32 2 357059 1385798 41671713 20.736477 2.492186 104 16322 17915578445.00
fbA MRepLM diststream 4 4 0 357059 5087435 37970076 40.183614 9.276134 104 16322 17915560091.00
fbA MRepLM diststream 4 4 1 357059 4149347 38908164 35.683979 8.634543 110 16319 17915564849.00
fbA MRepLM diststream 4 4 2 357059 6373282 36684229 35.946558 8.711102 106 16320 17915574801.00
fbA MRepLM diststream 4 8 0 357059 3198771 39858740 29.187315 5.625834 102 16320 17915562602.00
fbA MRepLM diststream 4 8 1 357059 2985131 40072380 29.442609 6.443956 104 16323 17915567966.00
fbA MRepLM diststream 4 8 2 357059 3286563 39770948 29.594004 5.672386 103 16320 17915575414.00
fbA MRepLM diststream 8 16 0 357059 2309760 40747751 23.959013 8.144580 235 32303 29135363173.00
fbA MRepLM diststream 8 16 1 357059 2371189 40686322 23.174937 9.416429 236 32315 29135362481.00
fbA MRepLM diststream 8 16 2 357059 2375942 40681569 23.166258 8.692791 235 32305 29135349637.00
fbA MRepLM diststream 8 32 0 357059 1372559 41684952 21.111472 5.486325 238 32300 29135366113.00
fbA MRepLM diststream 8 32 1 357059 1384089 41673422 21.430087 6.542638 233 32304 29135375059.00
fbA MRepLM diststream 8 32 2 357059 1385798 41671713 22.534292 4.837005 234 32307 29135377430.00
fbA MRepLM diststream 8 4 0 357059 5087435 37970076 41.127362 22.509841 236 32300 29135371255.00
fbA MRepLM diststream 8 4 1 357059 4149347 38908164 41.741167 22.707127 245 32300 29135357177.00
fbA MRepLM diststream 8 4 2 357059 6373282 36684229 38.903700 22.230576 241 32302 29135362865.00
fbA MRepLM diststream 8 8 0 357059 3198771 39858740 31.096288 11.829072 233 32303 29135371265.00
fbA MRepLM diststream 8 8 1 357059 2985131 40072380 30.852997 11.950916 234 32296 29135374207.00
fbA MRepLM diststream 8 8 2 357059 3286563 39770948 32.542632 16.429308 232 32298 29135362836.00
fbA MRepLM random 16 1 0 357059 43057511 0 5.086139 131.934628 529 62610 47847421547.00
fbA MRepLM random 16 1 1 357059 43057511 0 11.852452 192.890723 538 62616 47847416673.00
fbA MRepLM random 16 1 2 357059 43057511 0 11.027410 192.697141 540 62615 47847421052.00
fbA MRepLM random 16 16 0 357059 2693549 40363962 2.630504 15.727791 529 62610 47847421547.00
fbA MRepLM random 16 16 1 357059 2693409 40364102 2.599533 15.817712 538 62616 47847416673.00
fbA MRepLM random 16 16 2 357059 2693762 40363749 2.588459 15.467248 540 62615 47847421052.00
fbA MRepLM random 16 32 0 357059 1347533 41709978 2.715266 16.477238 529 62610 47847421547.00
fbA MRepLM random 16 32 1 357059 1346507 41711004 3.076652 17.032358 538 62616 47847416673.00
fbA MRepLM random 16 32 2 357059 1346563 41710948 2.546678 13.331000 540 62615 47847421052.00
fbA MRepLM random 16 4 0 357059 10763443 32294068 4.232496 49.926788 529 62610 47847421547.00
fbA MRepLM random 16 4 1 357059 10771595 32285916 4.057168 48.823090 538 62616 47847416673.00
fbA MRepLM random 16 4 2 357059 10764721 32292790 3.607581 49.379268 540 62615 47847421052.00
fbA MRepLM random 16 8 0 357059 5384110 37673401 3.072093 26.278671 529 62610 47847421547.00
